ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
231,Guest 00231,Female,22-01-1978,18-04-2020,Vacation,News paper,5,9,Promoters,Broadband & TV,Facility,Average,2
232,Guest 00232,Female,15-08-2005,11-10-2020,Business,Organization,4,8,Passives,Gym,Facility,Poor,1
233,Guest 00233,Female,13-11-1991,07-11-2020,Business,Organization,5,8,Passives,Staff attitude,Staff,Very good,4
234,Guest 00234,Male,16-03-1995,15-08-2020,Business,Organization,5,9,Promoters,Check-in Process,Staff,Good,3
235,Guest 00235,Male,01-12-1982,13-05-2022,Function,Internet advertisement,2,9,Promoters,Room service,Room,Excellent,5
236,Guest 00236,Male,09-05-1989,19-08-2022,Function,Television advertisement,3,10,Promoters,Room cleanliness,Room,Good,3
237,Guest 00237,Female,11-10-1966,17-01-2022,Business,Organization,3,9,Promoters,Food quality,Restaurant,Excellent,5
238,Guest 00238,Male,10-07-1996,29-10-2020,Business,Organization,1,7,Passives,Variety of food,Restaurant,Average,2
239,Guest 00239,Male,20-04-1960,12-11-2021,Business,Organization,4,9,Promoters,Broadband & TV,Facility,Very good,4
240,Guest 00240,Female,27-10-1956,06-06-2022,Function,Search engine,5,5,Detractors,Gym,Facility,Excellent,5
241,Guest 00241,Male,05-07-1953,28-04-2021,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
242,Guest 00242,Female,09-01-1963,16-11-2020,Business,Organization,5,9,Promoters,Check-in Process,Staff,Excellent,5
243,Guest 00243,Female,02-11-1955,21-09-2022,Business,Organization,3,9,Promoters,Room service,Room,Very good,4
244,Guest 00244,Male,06-03-1961,17-01-2021,Function,Television advertisement,4,9,Promoters,Room cleanliness,Room,Excellent,5
245,Guest 00245,Male,31-01-1967,19-03-2020,Business,Organization,4,7,Passives,Food quality,Restaurant,Average,2
246,Guest 00246,Female,21-11-1967,14-10-2022,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Average,2
247,Guest 00247,Male,12-04-1970,19-06-2022,Business,Organization,4,4,Detractors,Broadband & TV,Facility,Excellent,5
248,Guest 00248,Male,08-06-1951,03-11-2021,Vacation,Search engine,2,8,Passives,Gym,Facility,Average,2
249,Guest 00249,Male,15-12-1994,12-03-2022,Function,Search engine,5,9,Promoters,Staff attitude,Staff,Very good,4
250,Guest 00250,Female,07-03-1963,02-03-2021,Vacation,Internet advertisement,5,5,Detractors,Check-in Process,Staff,Excellent,5
251,Guest 00251,Female,05-05-1992,08-10-2021,Vacation,News paper,5,6,Detractors,Room service,Room,Very good,4
252,Guest 00252,Female,22-06-1985,24-12-2020,Business,Organization,4,6,Detractors,Room cleanliness,Room,Good,3
253,Guest 00253,Female,18-03-1983,18-03-2021,Other,hotel booking sites,2,5,Detractors,Food quality,Restaurant,Excellent,5
254,Guest 00254,Female,18-04-1972,29-12-2022,Business,Organization,2,7,Passives,Variety of food,Restaurant,Average,2
255,Guest 00255,Female,25-06-1959,28-11-2022,Vacation,Television advertisement,2,9,Promoters,Broadband & TV,Facility,Excellent,5
256,Guest 00256,Female,21-10-2002,03-03-2022,Business,Organization,3,5,Detractors,Gym,Facility,Excellent,5
257,Guest 00257,Female,22-03-1993,06-05-2020,Business,Search engine,3,9,Promoters,Staff attitude,Staff,Very good,4
258,Guest 00258,Male,10-09-2005,08-01-2020,Business,Organization,3,9,Promoters,Check-in Process,Staff,Excellent,5
259,Guest 00259,Male,17-12-1993,18-08-2022,Business,Organization,3,6,Detractors,Room service,Room,Good,3
260,Guest 00260,Male,01-02-1992,10-08-2021,Business,Organization,3,5,Detractors,Room cleanliness,Room,Poor,1
261,Guest 00261,Female,29-12-1993,02-10-2021,Vacation,News paper,2,10,Promoters,Food quality,Restaurant,Excellent,5
262,Guest 00262,Female,23-03-1997,20-02-2021,Business,Organization,5,6,Detractors,Variety of food,Restaurant,Poor,1
263,Guest 00263,Male,17-09-1970,05-12-2022,Business,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Very good,4
264,Guest 00264,Male,03-05-1966,30-12-2022,Business,Organization,3,9,Promoters,Gym,Facility,Excellent,5
265,Guest 00265,Male,11-01-1955,30-09-2021,Business,Organization,5,8,Passives,Staff attitude,Staff,Very good,4
266,Guest 00266,Female,11-10-1981,03-09-2022,Business,Organization,5,9,Promoters,Check-in Process,Staff,Very good,4
267,Guest 00267,Female,09-05-1990,10-10-2020,Vacation,Search engine,3,8,Passives,Room service,Room,Excellent,5
268,Guest 00268,Female,08-03-2000,14-11-2022,Business,Organization,2,6,Detractors,Room cleanliness,Room,Very good,4
269,Guest 00269,Male,07-10-1963,15-09-2020,Business,Organization,4,7,Passives,Food quality,Restaurant,Very good,4
270,Guest 00270,Female,28-11-2003,10-06-2022,Business,Organization,2,4,Detractors,Variety of food,Restaurant,Poor,1
271,Guest 00271,Female,28-05-1963,27-01-2022,Business,hotel booking sites,2,7,Passives,Broadband & TV,Facility,Average,2
272,Guest 00272,Female,19-05-1976,24-12-2020,Business,Organization,2,9,Promoters,Gym,Facility,Excellent,5
273,Guest 00273,Female,30-08-1969,09-04-2020,Business,Organization,3,5,Detractors,Staff attitude,Staff,Very good,4
274,Guest 00274,Male,23-05-1952,01-06-2022,Business,Organization,5,6,Detractors,Check-in Process,Staff,Very good,4
275,Guest 00275,Male,21-01-2004,30-03-2022,Business,Organization,5,5,Detractors,Room service,Room,Excellent,5
276,Guest 00276,Male,22-05-2003,20-05-2021,Business,Organization,2,6,Detractors,Room cleanliness,Room,Poor,1
277,Guest 00277,Female,14-09-1966,04-09-2021,Business,Organization,5,4,Detractors,Food quality,Restaurant,Excellent,5
278,Guest 00278,Male,06-11-1959,28-09-2022,Business,Organization,5,10,Promoters,Variety of food,Restaurant,Excellent,5
279,Guest 00279,Female,01-09-1996,17-09-2020,Business,Organization,2,9,Promoters,Broadband & TV,Facility,Very good,4
280,Guest 00280,Female,13-08-1960,15-04-2021,Business,Organization,5,7,Passives,Gym,Facility,Poor,1
281,Guest 00281,Male,23-06-1956,08-07-2022,Vacation,hotel booking sites,3,6,Detractors,Staff attitude,Staff,Excellent,5
282,Guest 00282,Female,02-02-1974,14-01-2022,Business,Organization,5,4,Detractors,Check-in Process,Staff,Good,3
283,Guest 00283,Female,01-05-1953,06-03-2021,Vacation,Search engine,5,7,Passives,Room service,Room,Good,3
284,Guest 00284,Male,22-07-1981,13-03-2021,Business,Organization,3,3,Detractors,Room cleanliness,Room,Average,2
285,Guest 00285,Female,03-11-1962,23-03-2020,Vacation,Search engine,2,9,Promoters,Food quality,Restaurant,Very good,4
286,Guest 00286,Female,13-11-1967,06-08-2022,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Poor,1
287,Guest 00287,Female,30-12-2006,29-06-2022,Vacation,Word of mouth,3,10,Promoters,Broadband & TV,Facility,Poor,1
288,Guest 00288,Female,29-01-2000,09-07-2021,Vacation,Word of mouth,5,9,Promoters,Gym,Facility,Excellent,5
289,Guest 00289,Male,01-03-1985,18-12-2021,Business,Organization,4,7,Passives,Staff attitude,Staff,Good,3
290,Guest 00290,Male,23-11-1952,29-04-2020,Business,Organization,3,9,Promoters,Check-in Process,Staff,Very good,4
291,Guest 00291,Male,02-04-1996,13-10-2020,Other,hotel booking sites,3,4,Detractors,Room service,Room,Excellent,5
292,Guest 00292,Male,19-08-1995,28-04-2021,Business,Organization,2,4,Detractors,Room cleanliness,Room,Very good,4
293,Guest 00293,Female,06-05-1978,30-11-2020,Vacation,Internet advertisement,3,6,Detractors,Food quality,Restaurant,Very good,4
294,Guest 00294,Female,11-09-1992,06-02-2022,Function,Search engine,2,9,Promoters,Variety of food,Restaurant,Poor,1
295,Guest 00295,Male,27-06-1973,26-06-2020,Other,Word of mouth,5,7,Passives,Broadband & TV,Facility,Excellent,5
296,Guest 00296,Male,11-12-1992,16-05-2020,Vacation,hotel booking sites,5,10,Promoters,Gym,Facility,Excellent,5
297,Guest 00297,Male,21-09-1960,24-09-2020,Vacation,Search engine,5,7,Passives,Staff attitude,Staff,Excellent,5
298,Guest 00298,Female,01-04-1988,18-01-2020,Business,Organization,5,6,Detractors,Check-in Process,Staff,Excellent,5
299,Guest 00299,Male,30-11-1973,31-10-2022,Function,Organization,4,9,Promoters,Room service,Room,Good,3
300,Guest 00300,Male,28-02-1962,12-01-2021,Vacation,hotel booking sites,4,6,Detractors,Room cleanliness,Room,Average,2
301,Guest 00301,Male,12-03-1973,14-07-2021,Vacation,Search engine,5,8,Passives,Food quality,Restaurant,Very good,4
302,Guest 00302,Male,19-11-1973,13-04-2022,Vacation,Television advertisement,5,9,Promoters,Variety of food,Restaurant,Poor,1
303,Guest 00303,Female,12-03-2001,03-03-2022,Function,Organization,5,6,Detractors,Broadband & TV,Facility,Excellent,5
304,Guest 00304,Female,02-07-1991,13-04-2022,Vacation,hotel booking sites,3,9,Promoters,Gym,Facility,Excellent,5
305,Guest 00305,Female,03-06-2002,19-03-2022,Business,Organization,3,3,Detractors,Staff attitude,Staff,Good,3
306,Guest 00306,Male,01-12-1953,12-08-2022,Business,Organization,2,10,Promoters,Check-in Process,Staff,Very good,4
307,Guest 00307,Female,08-03-1976,21-09-2022,Business,Organization,5,7,Passives,Room service,Room,Poor,1
308,Guest 00308,Male,09-09-1961,21-06-2021,Function,Search engine,4,9,Promoters,Room cleanliness,Room,Very good,4
309,Guest 00309,Female,22-07-2006,20-04-2021,Function,Word of mouth,4,9,Promoters,Food quality,Restaurant,Excellent,5
310,Guest 00310,Female,14-09-1976,20-06-2021,Vacation,Word of mouth,4,9,Promoters,Variety of food,Restaurant,Poor,1
311,Guest 00311,Female,25-03-1977,01-10-2021,Vacation,Internet advertisement,3,6,Detractors,Broadband & TV,Facility,Very good,4
312,Guest 00312,Male,31-01-1971,23-10-2020,Vacation,News paper,1,4,Detractors,Gym,Facility,Average,2
313,Guest 00313,Female,27-04-1968,29-03-2020,Function,Word of mouth,1,7,Passives,Staff attitude,Staff,Excellent,5
314,Guest 00314,Male,12-01-1993,02-06-2020,Other,hotel booking sites,4,10,Promoters,Check-in Process,Staff,Good,3
315,Guest 00315,Male,06-05-2003,07-09-2020,Vacation,hotel booking sites,2,9,Promoters,Room service,Room,Very good,4
316,Guest 00316,Male,30-06-1983,30-11-2020,Vacation,Word of mouth,5,9,Promoters,Room cleanliness,Room,Good,3
317,Guest 00317,Female,24-05-1974,02-10-2020,Business,Organization,5,8,Passives,Food quality,Restaurant,Poor,1
318,Guest 00318,Male,12-02-2004,17-01-2022,Function,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Poor,1
319,Guest 00319,Female,27-04-1988,08-10-2021,Vacation,Internet advertisement,2,9,Promoters,Broadband & TV,Facility,Very good,4
320,Guest 00320,Male,24-07-1993,31-08-2022,Function,Word of mouth,5,9,Promoters,Gym,Facility,Poor,1
321,Guest 00321,Male,12-12-1980,30-09-2021,Vacation,Word of mouth,4,8,Passives,Staff attitude,Staff,Very good,4
322,Guest 00322,Male,26-12-1980,06-10-2022,Function,Word of mouth,3,8,Passives,Check-in Process,Staff,Excellent,5
323,Guest 00323,Female,07-06-1990,23-02-2022,Function,Television advertisement,2,4,Detractors,Room service,Room,Poor,1
324,Guest 00324,Male,07-03-1971,02-04-2020,Business,Organization,3,10,Promoters,Room cleanliness,Room,Excellent,5
325,Guest 00325,Female,07-03-2001,03-01-2021,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Excellent,5
326,Guest 00326,Female,22-10-2001,24-12-2021,Vacation,hotel booking sites,2,8,Passives,Variety of food,Restaurant,Poor,1
327,Guest 00327,Male,30-04-1996,05-02-2021,Function,Internet advertisement,4,9,Promoters,Broadband & TV,Facility,Very good,4
328,Guest 00328,Male,08-05-1967,29-07-2022,Vacation,Word of mouth,3,5,Detractors,Gym,Facility,Excellent,5
329,Guest 00329,Male,28-02-1982,10-05-2021,Function,Internet advertisement,5,8,Passives,Staff attitude,Staff,Excellent,5
330,Guest 00330,Male,31-10-1969,19-05-2022,Vacation,hotel booking sites,4,9,Promoters,Check-in Process,Staff,Excellent,5
331,Guest 00331,Male,03-02-1970,10-04-2020,Function,Search engine,1,9,Promoters,Room service,Room,Very good,4
332,Guest 00332,Male,10-01-1981,24-02-2020,Business,Organization,4,6,Detractors,Room cleanliness,Room,Very good,4
333,Guest 00333,Male,28-05-2003,01-09-2022,Business,Search engine,5,3,Detractors,Food quality,Restaurant,Average,2
334,Guest 00334,Male,21-07-1976,06-02-2022,Business,Organization,5,8,Passives,Variety of food,Restaurant,Poor,1
335,Guest 00335,Female,31-05-1956,12-06-2022,Other,Search engine,5,5,Detractors,Broadband & TV,Facility,Very good,4
336,Guest 00336,Male,29-11-1951,23-08-2020,Other,Word of mouth,1,8,Passives,Gym,Facility,Excellent,5
337,Guest 00337,Male,22-12-1962,27-03-2022,Other,Word of mouth,3,9,Promoters,Staff attitude,Staff,Excellent,5
338,Guest 00338,Female,07-03-2005,28-11-2020,Business,Organization,5,9,Promoters,Check-in Process,Staff,Very good,4
339,Guest 00339,Male,22-11-1996,25-05-2021,Vacation,Search engine,5,9,Promoters,Room service,Room,Excellent,5
340,Guest 00340,Male,15-06-2001,20-01-2022,Function,Word of mouth,4,9,Promoters,Room cleanliness,Room,Poor,1
341,Guest 00341,Male,04-04-2001,19-12-2020,Business,Organization,5,9,Promoters,Food quality,Restaurant,Poor,1
342,Guest 00342,Female,08-12-1996,07-09-2022,Vacation,Search engine,5,4,Detractors,Variety of food,Restaurant,Poor,1
343,Guest 00343,Male,12-10-2003,16-06-2021,Function,Organization,3,6,Detractors,Broadband & TV,Facility,Excellent,5
344,Guest 00344,Female,14-07-1978,16-11-2020,Vacation,Search engine,4,6,Detractors,Gym,Facility,Good,3
345,Guest 00345,Male,24-08-1983,03-02-2021,Business,Organization,3,8,Passives,Staff attitude,Staff,Good,3
346,Guest 00346,Male,05-12-2000,04-06-2020,Business,Internet advertisement,3,9,Promoters,Check-in Process,Staff,Excellent,5
347,Guest 00347,Male,11-08-1997,28-04-2020,Business,Organization,3,9,Promoters,Room service,Room,Very good,4
348,Guest 00348,Male,13-04-1987,14-01-2020,Vacation,Word of mouth,3,6,Detractors,Room cleanliness,Room,Very good,4
349,Guest 00349,Female,15-08-1984,02-08-2021,Vacation,Search engine,4,9,Promoters,Food quality,Restaurant,Very good,4
350,Guest 00350,Male,29-06-1952,04-04-2021,Vacation,Search engine,1,7,Passives,Variety of food,Restaurant,Good,3
351,Guest 00351,Male,10-09-1980,21-05-2021,Business,Organization,3,8,Passives,Broadband & TV,Facility,Good,3
352,Guest 00352,Female,08-10-2001,26-05-2021,Vacation,Word of mouth,2,9,Promoters,Gym,Facility,Poor,1
353,Guest 00353,Male,25-01-1979,08-03-2022,Business,Organization,5,9,Promoters,Staff attitude,Staff,Very good,4
354,Guest 00354,Female,02-07-1986,10-08-2022,Other,hotel booking sites,4,10,Promoters,Check-in Process,Staff,Very good,4
355,Guest 00355,Male,28-10-1956,11-08-2021,Business,Organization,5,8,Passives,Room service,Room,Good,3
356,Guest 00356,Male,02-02-1970,15-10-2021,Business,Organization,4,9,Promoters,Room cleanliness,Room,Very good,4
357,Guest 00357,Female,21-08-1961,18-07-2021,Function,Television advertisement,4,5,Detractors,Food quality,Restaurant,Excellent,5
358,Guest 00358,Female,27-10-1967,12-11-2021,Function,Organization,3,9,Promoters,Variety of food,Restaurant,Average,2
359,Guest 00359,Female,11-09-1995,09-02-2022,Function,Word of mouth,5,10,Promoters,Broadband & TV,Facility,Average,2
360,Guest 00360,Male,20-04-1973,05-07-2022,Business,Organization,5,7,Passives,Gym,Facility,Good,3
361,Guest 00361,Male,03-05-1957,08-07-2022,Function,Word of mouth,4,7,Passives,Staff attitude,Staff,Good,3
362,Guest 00362,Male,17-12-1965,14-05-2022,Function,Word of mouth,4,6,Detractors,Check-in Process,Staff,Excellent,5
363,Guest 00363,Male,16-01-1969,26-01-2020,Business,hotel booking sites,2,6,Detractors,Room service,Room,Good,3
364,Guest 00364,Female,05-08-1978,15-02-2022,Business,Organization,4,9,Promoters,Room cleanliness,Room,Very good,4
365,Guest 00365,Male,29-10-1980,10-07-2020,Function,News paper,3,9,Promoters,Food quality,Restaurant,Very good,4
366,Guest 00366,Male,03-01-1959,23-06-2021,Business,Organization,5,8,Passives,Variety of food,Restaurant,Average,2
367,Guest 00367,Male,30-10-1987,17-05-2022,Business,Organization,4,7,Passives,Broadband & TV,Facility,Very good,4
368,Guest 00368,Female,10-06-1974,27-07-2022,Business,Organization,4,10,Promoters,Gym,Facility,Poor,1
369,Guest 00369,Male,08-11-1952,13-01-2020,Vacation,hotel booking sites,3,9,Promoters,Staff attitude,Staff,Very good,4
370,Guest 00370,Male,03-06-1966,26-04-2020,Function,Television advertisement,3,8,Passives,Check-in Process,Staff,Very good,4
371,Guest 00371,Male,02-05-1960,11-07-2020,Vacation,Word of mouth,5,4,Detractors,Room service,Room,Good,3
372,Guest 00372,Female,23-04-1997,16-09-2020,Business,Organization,4,8,Passives,Room cleanliness,Room,Very good,4
373,Guest 00373,Male,15-02-1951,02-10-2022,Vacation,Search engine,1,8,Passives,Food quality,Restaurant,Excellent,5
374,Guest 00374,Female,17-06-1957,01-09-2020,Function,Search engine,3,7,Passives,Variety of food,Restaurant,Average,2
375,Guest 00375,Female,20-03-1962,22-04-2020,Function,Organization,5,9,Promoters,Broadband & TV,Facility,Very good,4
376,Guest 00376,Male,28-11-1988,13-10-2020,Business,Organization,5,9,Promoters,Gym,Facility,Excellent,5
377,Guest 00377,Female,16-11-1958,28-02-2022,Vacation,hotel booking sites,5,8,Passives,Staff attitude,Staff,Very good,4
378,Guest 00378,Female,22-03-1976,24-06-2020,Business,Organization,3,8,Passives,Check-in Process,Staff,Very good,4
379,Guest 00379,Female,28-03-1976,21-07-2022,Other,Search engine,5,9,Promoters,Room service,Room,Good,3
380,Guest 00380,Female,14-06-1952,24-11-2021,Business,Organization,3,9,Promoters,Room cleanliness,Room,Very good,4
381,Guest 00381,Female,21-05-1976,19-01-2022,Business,Organization,4,3,Detractors,Food quality,Restaurant,Average,2
382,Guest 00382,Male,03-04-1994,05-10-2021,Other,Search engine,5,8,Passives,Variety of food,Restaurant,Average,2
383,Guest 00383,Female,12-09-1961,11-02-2021,Function,Search engine,5,9,Promoters,Broadband & TV,Facility,Good,3
384,Guest 00384,Male,28-01-1986,11-11-2021,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Average,2
385,Guest 00385,Female,03-05-1973,31-10-2021,Business,Organization,5,9,Promoters,Staff attitude,Staff,Good,3
386,Guest 00386,Female,07-04-2006,27-10-2021,Business,Organization,5,4,Detractors,Check-in Process,Staff,Very good,4
387,Guest 00387,Female,10-11-1990,20-05-2021,Vacation,hotel booking sites,1,8,Passives,Room service,Room,Excellent,5
388,Guest 00388,Male,20-01-1962,08-04-2021,Function,Television advertisement,4,9,Promoters,Room cleanliness,Room,Good,3
389,Guest 00389,Male,04-01-1974,18-03-2022,Business,Search engine,3,4,Detractors,Food quality,Restaurant,Average,2
390,Guest 00390,Male,27-01-2000,21-03-2021,Other,Organization,5,6,Detractors,Variety of food,Restaurant,Poor,1
391,Guest 00391,Male,01-12-1958,08-05-2020,Business,Organization,4,5,Detractors,Broadband & TV,Facility,Very good,4
392,Guest 00392,Male,10-09-1975,12-01-2021,Other,hotel booking sites,4,8,Passives,Gym,Facility,Excellent,5
